isbn,root_id
0786884274,8
0385721838,9
0142003816,9
0805063021,9
1581820135,11
1573227161,9
0842382852,19
0842382852,23
0842382836,4
0842382844,4
0974757004,4
0451188543,9
0971995907,9
0679447164,1
0446603856,24
0385468873,9
0375413596,9
0385418213,6
0385418213,1
0395798655,9
0132267055,22
0505524430,9
0140141499,9
0679736042,27
0345379020,9
0786702141,16
8420482137,24
0762405449,16
0786868430,11
0671319930,9
0743471547,2
0340750626,9
0440171970,9
0140178260,9
0393045986,9
0300029691,20
0966691911,9
0312254199,16
0373834136,9
0312986696,1
074324141X,24
074324141X,7
0679823859,4
0373834349,14
2070361039,9
1551667878,9
0786014245,20
0843951907,9
0945320531,24
0945320531,3
0440220238,4
1583224890,24
0764551620,24
0764551620,3
0399525009,23
0376017201,12
1564145190,23
0937750123,23
156025307X,22
0802139604,11
1841953229,9
0671787187,11
1591824095,5
1591820073,5
0764226312,21
0805052453,9
0452264863,6
0091882087,13
0553578685,9
0552146986,2
0340818689,2
1560232234,9
1551108496,12
0929661192,10
0192839071,16
0060198508,27
1590790510,24
1590790510,3
0310254752,21
0938317288,9
0140089225,9
0312959842,9
0140263144,9
0689866259,5
0141307129,4
0062732749,24
0062732749,7
051512558X,9
0761539220,25
1410755568,9
0373706863,14
1932173102,9
1932173102,11
0070504253,24
0070504253,3
0743456246,9
1591299357,9
0671017241,9
0373225628,9
0060531231,9
037322558X,9
0451210646,21
0440224551,16
0373226144,9
0590251627,4
0590251619,4
0590251600,4
0684813459,9
3404148665,24
0967819946,14
1590591224,22
1878424483,23
069811406X,23
0394759753,23
0895778742,12
0425178552,11
0345351878,9
8432206725,9
0449908798,9
0380705648,8
0812968182,2
0876054440,17
0785278796,14
0373834292,9
0802141293,9
0971009902,23
0553569228,9
0060540591,2
0684849690,9
0714843377,23
1883991145,9
1883991145,11
0807612596,2
0684865491,11
0312112831,9
1551669323,9
1570753881,21
0679757015,24
0195090616,21
0743419162,9
0451205707,9
0684193965,9
1550221582,2
0812568850,9
0618145591,9
0688176461,9
0373765207,9
0425164152,9
1558850767,9
0684871483,23
0451451600,9
0340767065,9
042514321X,9
0679777423,9
0807004553,24
1558746226,23
0440234700,9
0515111139,9
0786867647,2
1576739767,21
0143017292,11
1552781542,4
0340577371,11
0066212448,19
1932100024,6
1932100024,1
1400047838,27
0913428361,4
0553565060,9
0879238526,9
0553573837,4
0316139947,4
0061092037,14
0505525178,24
0451404793,9
0345315499,9
1887128654,20
0671551353,4
0671551345,4
0671876155,9
0671876287,17
0531098745,14
0891347208,12
0821225685,12
0553159445,4
0671529544,4
0671529560,4
0590466186,4
006104444X,9
0399524827,17
1857026012,6
0771014813,9
0451404505,9
0801431611,11
0061064866,4
0140250824,24
0312253737,9
0451404459,11
0440209102,9
0446306177,9
0553484508,9
0060927518,16
033034692X,21
1583225579,24
0843941774,9
0688013929,9
1565121384,12
0394751019,9
0595271618,4
031230093X,11
0345322061,24
0671787004,1
0849916836,21
0786705833,9
1551669188,9
0440219515,4
0380794578,9
0060582308,4
1551669374,9
0505525038,23
0380791021,9
0931580501,19
0931580501,23
0439130220,4
0439130247,4
0679836101,4
0517208326,17
044024126X,24
067172939X,9
0829419888,21
0062548689,21
1553662415,23
1591823641,5
1591823633,5
1591820162,5
1591824141,5
1569314071,5
1591823455,9
8434814552,9
0297643347,11
0452270529,2
0394713788,24
0741409577,9
188845136X,4
8878188212,9
8484034526,16
0553580167,9
1551664445,9
0764912518,14
1576736261,9
0911654690,24
0911654690,3
0911104674,5
0373095287,9
0449207005,9
0385502176,2
0140282513,9
0671027212,11
0670899771,9
1400001625,8
0861710649,19
0886776783,9
0304353493,11
0671741187,11
0517585154,11
0743482212,9
0451210972,23
0805053077,9
1590580680,9
0061054658,9
157322135X,27
0898796407,14
0898796342,14
0441001963,11
0441033423,9
0441944604,9
2226120467,9
0486282252,6
0935989870,24
0935989870,7
0912500212,8
0440214475,14
0842346740,21
1858285283,1
0804102511,10
0804118213,2
0060094397,9
1564963179,1
076151340X,12
0140116168,2
0451409744,21
0595319033,9
0061087130,9
0740723367,19
0395746566,22
0395746566,17
0425180050,9
0966164202,24
0804112894,9
0446677507,13
0393319296,9
0740721909,21
0553578936,9
0553575244,9
0451162919,9
0399143122,24
0156949601,18
0670031372,9
0836218833,5
0836218787,5
1570981094,2
0679741151,20
0439286034,4
0439343518,4
8437600723,6
157794304X,12
0843953144,18
0764550780,23
0684870940,23
1882606256,23
0451210816,9
0307128539,4
1563892464,4
0385134681,4
0373226071,9
0373226063,22
0373226276,9
0375503269,9
0915368587,9
0373037449,5
0821766066,9
0849995299,21
0140444750,21
0553268945,9
0613117905,2
226612269X,9
0971116288,9
0671882198,9
0425174360,8
0373706987,9
0505524236,9
0380806304,21
050552435X,9
0828003882,9
0865714487,24
0865714487,7
0851706517,6
0851706517,1
0446672483,8
1864502118,27
0340802995,24
0340802995,3
0060997028,9
0060997001,9
0618219196,24
0415167914,14
0684866005,24
1840463503,24
1570960305,18
0886777208,9
0886777127,9
0886776619,9
0812532961,9
0886776589,9
0061059773,9
0515136379,9
0912500549,23
156402976X,4
0671027441,8
096265342X,13
1565926994,22
0756400147,9
0449007383,9
0071414975,23
0553290797,9
1556522347,23
0812585151,9
0590298356,11
0970760094,11
1565121562,9
0684823772,21
0060924179,9
1583225498,11
0553279718,9
0312006926,14
0935908315,23
0679872027,4
0609803387,9
1884910009,14
0781805899,14
0684195208,2
0312118341,9
0425167801,9
0064408086,4
0761129774,8
0735100004,12
0345435796,21
0399142606,9
0425178234,9
1551668394,9
0743205049,17
0385323638,9
0451169026,14
0385722435,9
0609807900,9
0446394580,10
0380690543,4
0060529733,9
0831771348,8
0440413869,4
0679456937,9
031020755X,21
0590460560,4
0849953421,21
0764222112,9
0394872177,4
0590480898,4
0141302283,4
1565121570,4
0590486691,11
0912111631,10
155994806X,9
847509452X,14
8479532777,24
8479532777,3
8401491029,9
8486344166,23
0553574418,4
037326237X,2
0452280699,21
0914913360,1
1573221511,9
0440507723,8
0140440488,19
1551669196,9
0451180143,9
0373704070,9
0373074123,9
0373099568,9
0373288212,9
0373151896,4
0373290055,9
0553289993,9
0441007147,9
0671032569,9
038076864X,9
1561841536,11
0345384210,9
0671037390,9
0671042920,9
0140445625,11
1573220922,25
1862042055,24
0821771418,9
0451170113,9
0886776554,9
0002243776,24
0316057401,12
0140277439,9
0920897533,9
0864922299,9
0771014538,9
0486270645,9
0425164101,4
0380778726,9
0836218817,24
0061080969,9
0670868434,4
0312112629,1
0439087171,4
1551668459,4
0394578074,13
0679006826,27
0451167872,9
0877796130,14
038078047X,8
0767903617,12
0684818701,12
0894861611,23
0451206363,2
0451199634,14
0452265169,9
0711919518,1
0425153061,17
0824813928,14
0060167688,9
0449908453,9
0812568672,9
0515121282,9
0671875817,21
0312169345,9
0679762051,2
0553578774,9
0740721984,13
0312970978,9
0451209850,9
0740723227,13
0836282868,13
0380784491,9
0872863654,16
0684844826,9
0812574745,9
0345430948,9
0553575279,9
0380978407,9
0739400614,8
0803289065,9
0805210288,2
0385413017,14
081296697X,9
0880707232,24
0374527075,11
0130866172,14
0471349976,12
0873492862,1
0688167241,12
0140109595,9
1567313736,9
1567313736,11
0440403790,4
0517220121,14
1877988243,14
1556522460,24
0316816884,2
0140122060,9
0395528151,24
0395528151,7
1569470553,6
156833186X,9
0140046860,16
0694016446,4
1578566363,9
1892065444,9
0671042696,4
0396077897,17
0451211189,9
0451206355,9
0843951710,9
0060199105,2
0451205758,9
0451211197,4
1887368698,23
0843953276,21
084395177X,9
0786014555,9
0843953292,9
0843952571,9
0373218966,9
155166416X,4
0373239963,9
0843951958,10
048627165X,20
0446519537,9
1587670127,9
006000133X,4
0553213520,9
0451451538,9
0060278226,24
0785258442,21
0913589721,12
0844283460,25
0517590662,14
0517590670,14
0842373624,6
0842373624,1
0553381075,8
0618159789,9
0445408510,9
055357857X,9
0590847740,4
0345394380,9
0523413920,9
0671730541,4
0448095246,4
0380801493,9
0425179184,9
055348513X,4
042515405X,9
042518885X,9
0060953675,9
0802115160,12
0374253536,21
0836228995,13
0809233479,24
0809233479,7
076241085X,19
076241085X,23
0553569368,9
0842335935,23
0446363278,9
157566108X,11
1575664992,9
0671473204,2
089622662X,21
0061056014,9
0060514698,10
039332298X,19
0486275639,16
0451200861,2
0806982276,25
0425184307,9
0782122213,22
0860917886,2
1578194547,10
0971156905,21
0156027453,9
1585670227,9
159184021X,24
159184021X,3
0446609188,24
0446609188,23
0446609188,8
0553578758,9
037322608X,9
0373441436,9
0373441452,1
9871106181,9
0449150046,9
0060937742,4
159129021X,9
0938756605,2
0972051007,20
0385721765,9
0743456181,14
0821770802,9
0743477294,8
1551664267,9
0380795116,9
0060539836,11
0439286239,4
2266127756,9
1843500728,9
0312242727,14
0393320030,14
0198117477,6
0679420851,11
0156001438,9
0395544181,20
1568655800,9
0679726098,16
081011514X,9
0618138927,12
0812911016,14
087833209X,24
087833209X,7
0452279631,24
0451211103,4
014044470X,9
055356921X,9
1877988235,23
1879682737,13
0590907239,4
157145697X,13
1571456988,13
0740726765,13
0394829131,4
2290303054,9
222613624X,14
0812590465,9
0807553948,4
0807553794,4
0590047116,2
0590047116,1
0451404432,9
0679873066,4
0595129838,24
0253306752,8
0965139808,14
0553375334,22
0553375334,17
0764551418,12
0875968864,12
0861711459,21
0722539320,21
0688144713,12
1573225754,21
0765307154,9
0072129409,22
0671028006,9
0380722526,4
088038672X,9
0553271091,9
0912608951,24
0399146741,9
0451204956,9
0373482345,9
082175565X,9
050552385X,9
0743482247,14
0821772279,9
050552516X,9
0380806290,9
0060560789,9
0553565044,24
0736907734,21
0553379623,8
1576739627,21
068985482X,4
0445407808,9
1591823692,4
1591820146,5
156931778X,5
0201489392,2
0934601941,13
1591132207,9
0684813580,14
0060926945,22
0316702757,4
1400060265,13
0393322963,2
0451185129,12
0836283430,13
084237356X,21
068484897X,23
0345362500,2
0141310871,9
0156011549,25
0761319417,4
0449910261,13
0826321143,4
0395674379,4
0446394572,9
1566395305,25
1592799175,9
0671677209,9
1929156006,11
0590465880,4
0505525054,9
037581177X,2
0804113645,9
0451174186,9
0380722607,9
0671677225,11
0836218981,5
1569800677,2
0805047360,9
0439376068,4
0671678051,12
0393039870,8
0140077715,9
067152044X,9
0671520482,9
0671666622,9
0451452356,9
0887307361,3
0839828500,2
0684839571,6
0684839571,1
0886777119,9
0380802112,4
0316812404,23
039309412X,9
0747259526,9
0892966882,9
0684815095,25
0451180224,9
1557043035,4
1562823485,9
0684854759,9
0345395107,9
0345346866,9
038077030X,9
0964102404,8
0425094731,9
0449909174,11
0802135501,9
0446525596,2
0380794802,9
0515129747,9
0380798867,9
0380810719,9
0821765744,9
006050353X,9
0380789337,9
0802135412,9
0875650546,9
038077013X,9
0138876541,23
0446405264,9
0802403336,21
0310459311,21
0754091392,9
1556610866,9
0871234017,9
0871233452,9
084230052X,9
0800792149,24
1578561493,21
0918684544,1
0849916747,21
0803263430,16
0345314867,9
0345346505,12
0441525628,9
0883638886,24
0312960875,23
0553258990,9
0446605158,9
0671504681,9
0439130263,4
0671541501,6
0671541501,1
0671652273,9
0671042718,9
067104270X,9
0671032577,9
0812574710,9
0060277475,4
0743434897,9
0025182005,9
0747548218,9
0441783058,9
0451162897,26
0445203684,4
0761115366,17
0440146291,9
0449207269,9
0679892648,4
0671877135,9
0821770829,24
1591823544,5
1563897490,4
0525946845,4
0786015012,9
1591823668,5
159182379X,10
0880387548,9
1568304706,22
0823039919,1
0739411543,9
0140252258,24
9681906004,4
0553060635,9
8420482013,9
8483270005,14
0192838865,16
048621866X,14
0425157466,9
0439568366,4
0449908488,9
0971316023,9
0385506651,16
0742522458,23
0060187832,20
0380815613,9
0684848910,21
0465092632,11
0849952980,21
0670884537,9
1570718245,9
0451210751,9
0440234727,9
042519454X,24
0812516834,9
1893896013,9
0380801213,9
0671028162,4
0843936312,9
0451201124,23
0471318582,23
0471318590,23
0821770969,9
0821776150,9
0553261142,12
0553279726,21
0440167531,9
055328990X,9
0821720112,9
0451205790,9
1892213249,4
1892213265,4
1892213125,4
189221315X,5
1892213060,5
0688128726,9
0312862180,4
0140441298,6
068984543X,4
0671047507,9
0061013544,9
0452269687,14
185566089X,16
0140441263,16
039397281X,9
8408023217,24
0451163532,11
0571169503,9
0515119482,4
0671534858,9
0393097544,16
1551669382,9
0449148629,9
0671002058,9
0312966407,9
0671026836,11
0688172377,2
0385241194,9
158898608X,2
0380974010,9
0380974002,9
0888012284,9
0671729616,11
0446400513,9
080411840X,9
0761514325,21
0727858602,9
0671646338,23
0671034073,9
055356871X,9
1888043040,23
0375707336,14
0764551264,23
1565074157,21
0671885995,9
0553255312,22
074350769X,14
0773733078,21
0812932188,23
0743418956,9
0743418948,9
074341893X,9
0385335032,2
8439719558,9
0812516729,9
0671876457,9
0451410491,9
0531037134,11
0441006701,9
0441006450,9
0439202728,4
0192834266,9
0812512456,9
0884861775,8
0525459502,13
0373289081,11
0670894575,23
0805009604,24
1578560888,24
1578560888,7
9681602072,9
8445072234,9
0060163518,17
0425152596,9
084313478X,24
084313478X,7
0861711505,21
0486275507,20
0140187758,9
0316139904,25
0441005934,11
1579900291,12
0385335113,2
1565121317,9
0394829239,4
0312956207,24
0312956207,7
0812065646,4
092963408X,17
0689833806,4
0789480735,23
0590480871,4
0374117349,9
0060916702,11
044922323X,2
0684846004,9
0684846004,28
078601458X,9
078601458X,28
0590331256,4
0967956609,27
0671891677,2
1885203640,1
0813916895,16
0060958707,17
8437601193,9
0684865866,9
0735612773,22
0671665790,9
0312929773,9
0061091731,9
0743435559,9
0743456173,9
1896597149,5
0060513896,9
0802139809,9
0451403886,9
0963596772,24
0553574558,9
0312290624,9
0679740538,9
0679740538,11
0671535323,9
156931828X,5
0451411137,9
1560975326,5
015600206X,9
0451179153,16
0380973588,11
0505525275,9
096669192X,9
0061056022,9
032119912X,22
0671026852,9
0821761447,9
0451410580,9
0781805678,14
0936347953,14
0395395844,2
037327274X,14
1881588157,12
1580628362,2
0894803646,12
0385468857,9
0201059592,25
0142401978,4
1864502045,27
1864470119,17
0143300598,4
0316739235,4
0761121129,24
0595304311,9
1551669110,21
0446362573,9
1572970081,9
0441007236,9
0312270151,27
1550547011,27
0886772397,9
0590692119,4
0830816380,21
0140314601,4
0671493434,9
0345394259,9
0441002536,9
1901881105,4
0806126760,2
0892816287,23
1563893339,5
055356448X,9
0451524977,2
0964564106,11
037570664X,6
037570664X,1
0345312007,9
0874831512,23
0688171567,9
0875969313,12
0793144337,24
0793144337,3
0971394245,24
0671530674,1
0345368096,19
0446357588,23
0679729461,9
1565840003,24
0380750082,14
0140440704,20
0452010055,9
0895778602,12
0399141715,12
1883651042,12
0789727323,22
1563923920,26
0385171390,9
0060982020,9
0345405404,2
1559701587,9
044651490X,4
0684856174,6
0684856174,1
0446672289,15
0553563580,9
0451451511,9
8420429147,24
0849942918,9
0813121221,2
0743245938,12
0060969776,23
0786884290,21
0380775212,9
0451410440,9
0425162613,9
0425141977,9
1551668378,9
1551668378,2
1551668378,26
0765302187,9
0393957608,24
0312992416,9
0375406840,22
0743446135,4
0310213452,21
084991308X,11
0449149234,9
0373273118,9
0373764707,9
0373871295,9
0373871201,9
0373273169,14
0373273185,9
0373273142,9
0451410238,9
0448030926,17
0849917492,21
0380780410,9
0380780410,28
0786014237,6
0786014237,1
055356854X,9
055356854X,28
014054612X,14
0789429187,17
0689829493,4
078680534X,4
0886778034,9
0736401245,4
0307276074,4
059025166X,4
059084783X,24
059084783X,7
0312973020,9
0312973020,28
0590847686,4
0312956584,2
0425169081,9
037327341X,14
0152474765,4
0590907174,4
1551667916,9
1559716746,4
0805061924,4
0141300930,4
0448409356,4
0961519762,4
0812065530,4
1889910171,4
0807591106,4
0448425009,9
0671793241,9
0373245904,14
0505519488,9
037322625X,14
0821770861,9
1567993869,6
1567993869,2
1567993869,1
0373790910,14
0505525046,6
0505525046,1
0380800829,9
0679457550,9
0380973642,9
0671028030,24
0307176274,4
140004782X,2
0375507698,9
1579543022,24
088070747X,9
0804120013,9
0451409442,9
0061097217,9
0451408942,9
0804118310,9
0689845065,4
0736401199,4
0440225450,9
0449147738,24
0061013625,9
0316806501,9
0821770624,9
0679452532,4
0843941502,9
0553578766,9
0373120753,9
038089968X,9
0743403622,9
1551662833,23
1551669048,9
0345409523,13
0553567934,9
0373121652,14
0425077837,24
1573225835,24
038079456X,9
0394830199,4
0066238005,4
0736400389,18
0679819312,17
0060000945,4
0590732838,24
0590732838,3
030720314X,24
0553486055,4
0553486047,4
0553486039,4
0843946792,9
0843946792,23
0385076800,25
0446610496,9
0898702690,2
0843946709,9
0440208939,8
0761508341,24
0688119344,24
0060178213,23
0897212533,12
0373261772,9
0451180291,24
0553569309,9
1565074246,21
0517207869,12
0886778042,9
3492227694,2
0024278254,14
0679457224,9
0312180462,2
0843175842,4
0140441379,16
0804114285,9
0962994235,23
0553574248,9
0821772112,9
0380733234,8
0061081612,9
1875989218,2
0618145311,9
0140141588,24
034546673X,9
068981433X,9
0812533453,9
0373255950,9
055358443X,9
0684834618,1
067152951X,4
0764550616,24
0764550616,3
0671578146,9
0553584464,9
0451410602,11
0373708173,9
0870117025,27
0671578057,9
0373220790,9
0451195000,9
038075357X,9
0373256744,9
0373190247,9
0373079036,9
0373258054,9
1573441546,5
1560760591,9
0373079087,9
037325749X,9
0886777399,9
0812589734,9
0373079249,9
0425177769,9
0886777240,9
0312280556,9
0830822240,21
0743418875,8
0060965177,20
1559361395,6
382286398X,1
0877422885,25
0877422885,26
0671002201,11
0671002201,17
0373192940,9
014139014X,6
0380732734,9
0713991739,16
1576834999,4
0395353939,4
067086837X,24
0781433479,21
0849943477,9
0553575015,9
0380770369,9
0671660802,9
0373691521,9
0373691726,9
0786705868,9
0451405366,21
0807046000,24
0736902910,8
0671698176,9
0413731405,6
1561794333,8
0446385018,23
0385260474,8
0761304428,4
0671876465,9
0821772023,9
0312966628,5
0811807770,9
0671017357,9
2070369617,24
9505156014,5
1579620809,2
155166917X,9
0571203329,24
0571203329,3
0201627337,2
1583330704,23
0743418743,15
0590485830,4
0553258842,24
0553258842,8
0345325974,8
0517182459,9
0553228390,2
0671002287,4
019283391X,9
0192834118,9
0747259216,14
0761104844,27
037570731X,9
0451188918,24
0451188918,7
0451453050,9
0030706114,15
3551551693,4
1559707135,9
081292150X,11
0393701603,24
0373116047,9
0670890405,2
0060927941,2
0192824325,9
2878581520,9
0385324170,9
1881164101,9
042514173X,9
0312189710,15
0345401018,11
0688141218,9
0385125038,4
1400002370,24
8423979741,16
9500721732,23
0451204751,9
037383361X,9
0373120885,9
0373079176,9
0373764731,9
0373272693,9
0373764855,9
0505525062,9
037328912X,9
0373032226,9
1589199804,21
0969432402,25
0380795493,9
0843947306,9
1551669129,11
0970622600,4
0590430300,4
0312868030,9
0449218112,9
0553574477,4
0553276115,9
0140105166,27
0679891986,4
0373765304,5
0373806930,9
0439306434,4
0439064902,4
0684855364,9
0373760523,9
1896300219,9
0441775918,9
0399148175,9
0345461967,9
0505523892,9
0505523752,9
1550651382,9
1551667940,9
0684835398,23
0553253883,23
1571971610,9
038531826X,9
1401038840,2
0553260227,9
0060929081,11
0807846627,11
0517595338,23
0373709064,9
060981009X,9
0373272561,9
0312181213,9
1552975401,10
0061044547,9
1580050972,2
0865713774,24
039457172X,9
0451110722,2
0140298533,17
0871313073,13
0553579339,9
050552371X,9
0505524473,9
0966724674,9
0939837471,13
0439113237,4
042515761X,9
1886411077,22
0848716183,12
1931412065,12
0451205677,9
0753451182,4
0679838996,4
0743434668,5
1863682406,9
1565122194,9
0465034667,19
0152010068,4
014200023X,9
0842301232,9
0895773929,21
052594737X,21
0446531278,21
0802465471,21
0802464645,21
0743431006,9
0590993976,14
1585743399,25
0696706512,1
0696000342,1
0316294020,19
0882668927,12
0696019892,12
0789435136,12
0696046644,12
1570713383,23
1888052325,12
0688130313,12
0785274405,24
0785274405,3
0310977797,1
0553249479,22
0553249479,26
0399214828,24
0399214828,7
0553264788,9
0553264788,24
0553264788,23
0393046303,1
4770011067,9
1556433468,25
0312955758,2
0441005969,9
0394542150,9
0373790856,6
0373790856,1
000617843X,9
0373122179,9
1560766115,25
0880387297,25
0596002491,22
0471114898,10
1560766190,25
1560761156,9
1560761164,9
0786906162,9
038076363X,9
0425194558,9
0471265799,24
0471265799,3
0505523795,4
0312244037,2
0689848935,4
0380978423,2
044041444X,4
0140089233,25
0312903871,8
1565078640,21
1570822611,12
0446609250,9
0140146539,4
0812966902,17
1573453005,23
0373870752,9
0060561661,25
3492233503,12
8807013169,2
0060002077,9
078212710X,22
0375409068,4
0895297272,23
0875849059,24
0875849059,3
1555835384,9
0380731983,9
0764227173,24
0385423586,9
044990847X,9
0965396681,9
0425179249,9
0446400335,9
0380758369,24
1878398148,14
0821738968,9
0595209149,9
0505524341,9
0310251109,9
0439080959,4
0525450432,4
0881064645,4
0395348358,17
1573221708,1
0743435265,9
0886776759,9
0553569252,9
0345382897,6
1875346023,9
0451190009,23
0060000961,6
0060000961,1
0696025574,12
1854592114,24
0821772120,9
1563521318,6
1563521318,2
1563521318,1
0446529842,1
0192817655,9
078711118X,23
0671707701,2
1573531065,11
1573531065,24
1591822998,11
0942540042,23
042519390X,9
0684803526,11
0395522226,9
0571065716,20
0195022459,11
0451210662,5
0312155085,9
0312243340,23
0679600256,9
0679416013,24
0446521000,9
0471162302,24
0471162302,3
0425136639,9
0425136639,28
1582700877,8
0821756095,9
0891913599,8
0192834355,9
0671864947,9
0312284810,4
0836220625,13
0881841005,24
0881841005,7
0028623002,27
0842304711,25
1879102463,22
0883659778,14
1559723092,2
0310203252,24
0375503064,9
074346625X,9
1400075254,2
0446515485,9
0380794934,9
0609808249,12
0787948543,24
0787948543,3
0609604333,24
0609604333,3
0060932813,2
0747259208,4
0415933749,24
0415933749,7
0451190262,9
0736909133,9
0440330602,9
0061081671,9
0553568639,9
0373073410,9
0451194691,9
0812516605,9
0552147427,9
0783548036,4
0446519480,9
0765340011,9
076534002X,9
0679312064,16
0425190064,9
3791325590,1
0553275453,9
9113005650,21
0762406062,23
0764300385,12
0440240840,9
0553584634,9
0452278945,9
3257230478,6
0618155481,27
8466606696,16
0515129542,16
0449211991,24
