isbn,subgenre_id
0445407808,33
1591823692,43
1591820146,36
156931778X,36
0201489392,11
0934601941,42
1591132207,33
0684813580,78
0060926945,24
0316702757,99
1400060265,42
0393322963,11
0451185129,19
0836283430,42
084237356X,15
068484897X,69
0345362500,11
0141310871,33
0156011549,88
0761319417,43
0449910261,42
0826321143,43
0395674379,99
0446394572,33
1566395305,88
1592799175,33
0671677209,33
1929156006,95
0590465880,43
0505525054,33
037581177X,11
0804113645,33
0451174186,33
0380722607,33
0671677225,8
0836218981,36
1569800677,11
0805047360,33
0439376068,43
0671678051,19
0393039870,67
0140077715,33
067152044X,33
0671520482,33
0671666622,33
0451452356,33
0887307361,12
0839828500,11
0684839571,90
0684839571,68
0886777119,33
0380802112,43
0316812404,69
039309412X,33
0747259526,33
0892966882,33
0684815095,88
0451180224,33
1557043035,43
1562823485,50
0684854759,33
0345395107,33
0345346866,33
038077030X,84
0964102404,67
0425094731,33
0449909174,34
0802135501,33
0446525596,11
0380794802,33
0515129747,33
0380798867,33
0380810719,33
0821765744,33
006050353X,33
0380789337,33
0802135412,33
0875650546,33
038077013X,33
0138876541,37
0446405264,33
0802403336,87
0310459311,87
0754091392,33
1556610866,33
0871234017,33
0871233452,33
084230052X,33
0800792149,85
1578561493,87
0918684544,96
0849916747,87
0803263430,49
0345314867,33
0345346505,19
0441525628,33
0883638886,74
0312960875,37
0553258990,33
0446605158,33
0671504681,33
0439130263,43
0671541501,90
0671541501,68
0671652273,33
0671042718,33
067104270X,33
0671032577,33
0812574710,33
0060277475,99
0743434897,33
0025182005,33
0747548218,59
0441783058,33
0451162897,77
0445203684,99
0761115366,6
0440146291,33
0449207269,33
0679892648,43
0671877135,33
0821770829,85
1591823544,16
1563897490,43
0525946845,43
0786015012,33
1591823668,36
159182379X,54
0880387548,33
1568304706,18
0823039919,96
0739411543,41
0140252258,85
9681906004,44
0553060635,91
8420482013,33
8483270005,45
0192838865,49
048621866X,78
0425157466,33
0439568366,43
0449908488,33
0971316023,33
0385506651,49
0742522458,37
0060187832,63
0380815613,33
0684848910,87
0465092632,34
0849952980,87
0670884537,33
1570718245,33
0451210751,33
0440234727,33
042519454X,76
0812516834,33
1893896013,33
0380801213,33
0671028162,43
0843936312,33
0451201124,37
0471318582,69
0471318590,69
0821770969,33
0821776150,33
0553261142,40
0553279726,87
0440167531,33
055328990X,33
0821720112,33
0451205790,33
1892213249,43
1892213265,43
1892213125,43
189221315X,36
1892213060,36
0688128726,33
0312862180,43
0140441298,72
068984543X,43
0671047507,59
0061013544,33
0452269687,45
185566089X,49
0140441263,49
039397281X,33
8408023217,85
0451163532,34
0571169503,33
0515119482,43
0671534858,33
0393097544,49
1551669382,33
0449148629,33
0671002058,33
0312966407,33
0671026836,27
0688172377,11
0385241194,33
158898608X,11
0380974010,33
0380974002,33
0888012284,33
0671729616,34
0446400513,59
080411840X,33
0761514325,87
0727858602,33
0671646338,69
0671034073,33
055356871X,33
1888043040,69
0375707336,78
0764551264,37
1565074157,87
0671885995,33
0553255312,18
074350769X,78
0773733078,87
0812932188,69
0743418956,33
0743418948,33
074341893X,33
0385335032,11
8439719558,33
0812516729,33
0671876457,33
0451410491,33
0531037134,27
0441006701,33
0441006450,33
0439202728,43
0192834266,33
0812512456,33
0884861775,67
0525459502,42
0373289081,34
0670894575,69
0805009604,7
1578560888,23
1578560888,89
9681602072,33
8445072234,33
0060163518,60
0425152596,33
084313478X,23
084313478X,32
0861711505,87
0486275507,63
0140187758,33
0316139904,88
0441005934,34
1579900291,20
0385335113,11
1565121317,33
0394829239,43
0312956207,23
0312956207,32
0812065646,43
092963408X,26
0689833806,44
0789480735,37
0590480871,43
0374117349,33
0060916702,34
044922323X,11
0684846004,59
0684846004,94
078601458X,59
078601458X,94
0590331256,43
0967956609,92
0671891677,11
1885203640,96
0813916895,49
0060958707,60
8437601193,33
0684865866,33
0735612773,18
0671665790,33
0312929773,33
0061091731,33
0743435559,33
0743456173,33
1896597149,36
0060513896,33
0802139809,33
0451403886,33
0963596772,74
0553574558,33
0312290624,33
0679740538,97
0679740538,56
0671535323,33
156931828X,36
0451411137,33
1560975326,36
015600206X,33
0451179153,49
0380973588,34
0505525275,33
096669192X,33
0061056022,33
032119912X,18
0671026852,33
0821761447,33
0451410580,33
0781805678,45
0936347953,45
0395395844,11
037327274X,45
1881588157,20
1580628362,11
0894803646,19
0385468857,33
0201059592,30
0142401978,43
1864502045,92
1864470119,6
0143300598,43
0316739235,43
0761121129,85
0595304311,33
1551669110,87
0446362573,33
1572970081,33
0441007236,33
0312270151,92
1550547011,92
0886772397,33
0590692119,43
0830816380,87
0140314601,43
0671493434,33
0345394259,33
0441002536,33
1901881105,44
0806126760,11
0892816287,37
1563893339,36
055356448X,33
0451524977,11
0964564106,34
037570664X,90
037570664X,68
0345312007,33
0874831512,69
0688171567,33
0875969313,40
0793144337,22
0793144337,12
0971394245,74
0671530674,58
0345368096,35
0446357588,69
0679729461,33
1565840003,85
0380750082,45
0140440704,63
0452010055,33
0895778602,31
0399141715,19
1883651042,19
0789727323,18
1563923920,77
0385171390,1
0060982020,50
0345405404,11
1559701587,33
044651490X,43
0684856174,90
0684856174,68
0446672289,47
0553563580,33
0451451511,33
8420429147,85
0849942918,33
0813121221,11
0743245938,19
0060969776,69
0786884290,87
0380775212,33
0451410440,33
0425162613,33
0425141977,33
1551668378,97
1551668378,13
1551668378,10
0765302187,33
0393957608,85
0312992416,33
0375406840,70
0743446135,43
0310213452,87
084991308X,95
0449149234,33
0373273118,33
0373764707,33
0373871295,33
0373871201,33
0373273169,45
0373273185,33
0373273142,33
0451410238,33
0448030926,6
0849917492,87
0380780410,59
0380780410,94
0786014237,90
0786014237,68
055356854X,59
055356854X,94
014054612X,45
0789429187,6
0689829493,43
078680534X,43
0886778034,84
0736401245,43
0307276074,43
059025166X,43
059084783X,23
059084783X,32
0312973020,59
0312973020,94
0590847686,43
0312956584,11
0425169081,33
037327341X,45
0152474765,43
0590907174,43
1551667916,33
1559716746,44
0805061924,43
0141300930,43
0448409356,43
0961519762,44
0812065530,44
1889910171,43
0807591106,43
0448425009,33
0671793241,33
0373245904,45
0505519488,33
037322625X,45
0821770861,33
1567993869,90
1567993869,13
1567993869,68
0373790910,45
0505525046,90
0505525046,68
0380800829,33
0679457550,33
0380973642,33
0671028030,76
0307176274,43
140004782X,11
0375507698,33
1579543022,76
088070747X,33
0804120013,33
0451409442,33
0061097217,33
0451408942,33
0804118310,33
0689845065,43
0736401199,43
0440225450,33
0449147738,74
0061013625,33
0316806501,33
0821770624,33
0679452532,43
0843941502,33
0553578766,33
0373120753,33
038089968X,33
0743403622,33
1551662833,69
1551669048,33
0345409523,42
0553567934,33
0373121652,45
0425077837,85
1573225835,85
038079456X,33
0394830199,43
0066238005,43
0736400389,57
0679819312,6
0060000945,43
0590732838,22
0590732838,12
030720314X,85
0553486055,43
0553486047,43
0553486039,43
0843946792,82
0843946792,79
0385076800,30
0446610496,33
0898702690,11
0843946709,33
0440208939,67
0761508341,85
0688119344,74
0060178213,69
0897212533,31
0373261772,33
0451180291,74
0553569309,84
1565074246,87
0517207869,19
0886778042,33
3492227694,80
0024278254,45
0679457224,33
0312180462,11
0843175842,43
0140441379,49
0804114285,33
0962994235,37
0553574248,33
0821772112,33
0380733234,67
0061081612,33
1875989218,11
0618145311,33
0140141588,74
034546673X,33
068981433X,33
0812533453,33
0373255950,33
055358443X,33
0684834618,96
067152951X,99
0764550616,22
0764550616,12
0671578146,33
0553584464,33
0451410602,34
0373708173,33
0870117025,92
0671578057,33
0373220790,33
0451195000,33
038075357X,33
0373256744,33
0373190247,33
0373079036,33
0373258054,33
1573441546,36
1560760591,33
0373079087,33
037325749X,33
0886777399,33
0812589734,33
0373079249,33
0425177769,33
0886777240,33
0312280556,33
0830822240,87
0743418875,67
0060965177,4
1559361395,72
382286398X,96
0877422885,65
0877422885,51
0671002201,27
0671002201,60
0373192940,33
014139014X,72
0380732734,33
0713991739,49
1576834999,43
0395353939,43
067086837X,23
0781433479,87
0849943477,33
0553575015,33
0380770369,33
0671660802,33
0373691521,33
0373691726,33
0786705868,33
0451405366,87
0807046000,85
0736902910,67
0671698176,33
0413731405,72
1561794333,67
0446385018,69
0385260474,67
0761304428,43
0671876465,33
0821772023,33
0312966628,36
0811807770,33
0671017357,33
2070369617,85
9505156014,36
1579620809,11
155166917X,33
0571203329,22
0571203329,12
0201627337,11
1583330704,37
0743418743,47
0590485830,43
0553258842,85
0553258842,67
0345325974,67
0517182459,33
0553228390,11
0671002287,43
019283391X,33
0192834118,33
0747259216,45
0761104844,92
037570731X,33
0451188918,23
0451188918,32
0451453050,33
0030706114,47
3551551693,43
1559707135,33
081292150X,34
0393701603,76
0373116047,33
0670890405,11
0060927941,11
0192824325,33
2878581520,33
0385324170,33
1881164101,33
042514173X,33
0312189710,47
0345401018,34
0688141218,33
0385125038,43
1400002370,85
8423979741,49
9500721732,69
0451204751,33
037383361X,33
0373120885,33
0373079176,33
0373764731,33
0373272693,33
0373764855,33
0505525062,33
037328912X,33
0373032226,33
1589199804,87
0969432402,88
0380795493,33
0843947306,33
1551669129,95
0970622600,43
0590430300,43
0312868030,33
0449218112,33
0553574477,44
0553276115,33
0140105166,92
0679891986,44
0373765304,36
0373806930,33
0439306434,43
0439064902,43
0684855364,33
0373760523,33
1896300219,33
0441775918,33
0399148175,33
0345461967,33
0505523892,33
0505523752,33
1550651382,33
1551667940,33
0684835398,69
0553253883,69
1571971610,33
038531826X,33
1401038840,11
0553260227,38
0060929081,34
0807846627,34
0517595338,37
0373709064,33
060981009X,33
0373272561,33
0312181213,33
1552975401,54
0061044547,33
1580050972,11
0865713774,85
039457172X,33
0451110722,11
0140298533,6
0871313073,42
0553579339,33
050552371X,33
0505524473,41
0966724674,33
0939837471,42
0439113237,43
042515761X,33
1886411077,18
0848716183,19
1931412065,19
0451205677,33
0753451182,44
0679838996,44
0743434668,36
1863682406,33
1565122194,33
0465034667,35
0152010068,44
014200023X,33
0842301232,33
0895773929,87
052594737X,87
0446531278,87
0802465471,87
0802464645,87
0743431006,33
0590993976,45
1585743399,88
0696706512,96
0696000342,96
0316294020,35
0882668927,20
0696019892,19
0789435136,19
0696046644,20
1570713383,69
1888052325,19
0688130313,20
0785274405,22
0785274405,12
0310977797,58
0553249479,24
0553249479,10
0399214828,23
0399214828,32
0553264788,82
0553264788,85
0553264788,79
0393046303,58
4770011067,33
1556433468,88
0312955758,11
0441005969,33
0394542150,33
0373790856,90
0373790856,68
000617843X,33
0373122179,33
1560766115,30
0880387297,30
0596002491,18
0471114898,54
1560766190,30
1560761156,33
1560761164,33
0786906162,84
038076363X,59
0425194558,33
0471265799,22
0471265799,12
0505523795,43
0312244037,11
0689848935,99
0380978423,13
044041444X,43
0140089233,88
0312903871,67
1565078640,87
1570822611,19
0446609250,33
0140146539,43
0812966902,6
1573453005,37
0373870752,33
0060561661,88
3492233503,19
8807013169,11
0060002077,33
078212710X,18
0375409068,43
0895297272,37
0875849059,22
0875849059,12
1555835384,33
0380731983,33
0764227173,85
0385423586,33
044990847X,33
0965396681,33
0425179249,33
0446400335,33
0380758369,22
1878398148,78
0821738968,33
0595209149,33
0505524341,33
0310251109,33
0439080959,43
0525450432,43
0881064645,44
0395348358,60
1573221708,58
0743435265,33
0886776759,33
0553569252,33
0345382897,72
1875346023,33
0451190009,69
0060000961,90
0060000961,68
0696025574,31
1854592114,85
0821772120,33
1563521318,90
1563521318,13
1563521318,68
0446529842,58
0192817655,33
078711118X,37
0671707701,11
1573531065,27
1573531065,7
1591822998,34
0942540042,37
042519390X,33
0684803526,34
0395522226,33
0571065716,63
0195022459,34
0451210662,36
0312155085,33
0312243340,69
0679600256,33
0679416013,85
0446521000,33
0471162302,22
0471162302,12
0425136639,59
0425136639,94
1582700877,67
0821756095,33
0891913599,67
0192834355,33
0671864947,33
0312284810,43
0836220625,42
0881841005,23
0881841005,32
0028623002,92
0842304711,30
1879102463,18
0883659778,45
1559723092,11
0310203252,85
0375503064,33
074346625X,33
1400075254,11
0446515485,33
0380794934,33
0609808249,20
0787948543,22
0787948543,12
0609604333,22
0609604333,12
0060932813,11
0747259208,43
0415933749,23
0415933749,32
0451190262,33
0736909133,33
0440330602,33
0061081671,33
0553568639,33
0373073410,33
0451194691,33
0812516605,33
0552147427,33
0783548036,44
0446519480,33
0765340011,33
076534002X,33
0679312064,49
0425190064,33
3791325590,96
0553275453,33
9113005650,15
0762406062,37
0764300385,20
0440240840,33
0553584634,33
0452278945,33
3257230478,72
0618155481,92
8466606696,49
